PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26683143","Apoptotic cell responses in the splenic marginal zone: a paradigm for immunologic reactions to apoptotic antigens with implications for autoimmunity","McGaha TL, Karlsson MC.","Immunol Rev. 2016 Jan;269(1):26-43. doi: 10.1111/imr.12382.","McGaha TL","Immunol Rev","2016","2015/12/20","PMC4732741","NIHMS732518","10.1111/imr.12382"
"22651371","Physical activity in patients with systemic lupus erythematosus and matched controls","Eriksson K, Svenungsson E, Karreskog H, Gunnarsson I, Gustafsson J, Möller S, Pettersson S, Boström C.","Scand J Rheumatol. 2012 Aug;41(4):290-7. doi: 10.3109/03009742.2011.624117. Epub 2012 May 31.","Eriksson K","Scand J Rheumatol","2012","2012/06/02","","","10.3109/03009742.2011.624117"
"30865406","Non-uremic calciphylaxis in a patient with multiple rheumatologic diseases","Kusari A, Cotter D, Hinds B, Paravar T.","Dermatol Online J. 2019 Feb 15;25(2):13030/qt2fg525bs.","Kusari A","Dermatol Online J","2019","2019/03/14","","",""
"28319323","Further evidence for specific IFIH1 mutation as a cause of Singleton-Merten syndrome with phenotypic heterogeneity","Pettersson M, Bergendal B, Norderyd J, Nilsson D, Anderlid BM, Nordgren A, Lindstrand A.","Am J Med Genet A. 2017 May;173(5):1396-1399. doi: 10.1002/ajmg.a.38214. Epub 2017 Mar 20.","Pettersson M","Am J Med Genet A","2017","2017/03/21","","","10.1002/ajmg.a.38214"
"23083052","Pulmonary hypertension associated with rheumatic diseases: baseline characteristics from the Korean registry","Jeon CH, Chai JY, Seo YI, Jun JB, Koh EM, Lee SK; pulmonary hypertension study group of Korean College of Rheumatology.","Int J Rheum Dis. 2012 Oct;15(5):e80-9. doi: 10.1111/j.1756-185X.2012.01815.x. Epub 2012 Sep 27.","Jeon CH","Int J Rheum Dis","2012","2012/10/23","","","10.1111/j.1756-185X.2012.01815.x"
"22072023","Cystatin C is associated with inflammation but not atherosclerosis in systemic lupus erythematosus","Lertnawapan R, Bian A, Rho YH, Raggi P, Oeser A, Solus JF, Gebretsadik T, Shintani A, Stein CM.","Lupus. 2012 Mar;21(3):279-87. doi: 10.1177/0961203311425527. Epub 2011 Nov 9.","Lertnawapan R","Lupus","2012","2011/11/11","PMC3275887","NIHMS353008","10.1177/0961203311425527"
"24536045","Association of extended interleukin-10 promoter haplotypes with disease susceptibility and manifestations in German patients with systemic lupus erythematosus","Schotte H, Willeke P, Becker H, Poggemeyer J, Gaubitz M, Schmidt H, Schlüter B.","Lupus. 2014 Apr;23(4):378-85. doi: 10.1177/0961203314522334. Epub 2014 Feb 17.","Schotte H","Lupus","2014","2014/02/19","","","10.1177/0961203314522334"
"28377609","Identification of autoreactive B cells with labeled nucleosomes","Gies V, Wagner A, Seifert C, Guffroy A, Fauny JD, Knapp AM, Pasquali JL, Martin T, Dumortier H, Korganow AS, Soulas-Sprauel P.","Sci Rep. 2017 Apr 4;7(1):602. doi: 10.1038/s41598-017-00664-0.","Gies V","Sci Rep","2017","2017/04/06","PMC5428865","","10.1038/s41598-017-00664-0"
"25335488","Effects of obesity on health-related quality of life in juvenile-onset systemic lupus erythematosus","Mina R, Klein-Gitelman MS, Nelson S, Eberhard BA, Higgins G, Singer NG, Onel K, Tucker L, O'Neil KM, Punaro M, Levy DM, Haines K, Ying J, Brunner HI.","Lupus. 2015 Feb;24(2):191-7. doi: 10.1177/0961203314555537. Epub 2014 Oct 21.","Mina R","Lupus","2015","2014/10/23","PMC4305011","NIHMS631011","10.1177/0961203314555537"
"24572762","Dabigatran-induced lupus temporarily preventing blood group determination","Stöllberger C, Krutisch G, Finsterer J, Wolf HM.","Blood Coagul Fibrinolysis. 2014 Sep;25(6):625-7. doi: 10.1097/MBC.0000000000000099.","Stöllberger C","Blood Coagul Fibrinolysis","2014","2014/02/28","","","10.1097/MBC.0000000000000099"
"32398281","COVID-19 infection in a northern-Italian cohort of systemic lupus erythematosus assessed by telemedicine","Bozzalla Cassione E, Zanframundo G, Biglia A, Codullo V, Montecucco C, Cavagna L.","Ann Rheum Dis. 2020 Oct;79(10):1382-1383. doi: 10.1136/annrheumdis-2020-217717. Epub 2020 May 12.","Bozzalla Cassione E","Ann Rheum Dis","2020","2020/05/14","","","10.1136/annrheumdis-2020-217717"
"34975756","When to Start and Stop Bone-Protecting Medication for Preventing Glucocorticoid-Induced Osteoporosis","Hayes KN, Baschant U, Hauser B, Burden AM, Winter EM.","Front Endocrinol (Lausanne). 2021 Dec 15;12:782118. doi: 10.3389/fendo.2021.782118. eCollection 2021.","Hayes KN","Front Endocrinol (Lausanne)","2021","2022/01/03","PMC8715727","","10.3389/fendo.2021.782118"
"33407049","Low expression of estrogen receptor β in renal tubular epithelial cells may cause hyperuricemia in premenopausal patients with systemic lupus erythematosus","Liu H, Peng L, Ma J, He L, Long K, Ouyang X, Wu C, Xie M, Dai L, Cai X.","Lupus. 2021 Apr;30(4):560-567. doi: 10.1177/0961203320984231. Epub 2021 Jan 6.","Liu H","Lupus","2021","2021/01/07","","","10.1177/0961203320984231"
"27110577","Emerging Role and Therapeutic Implication of Wnt Signaling Pathways in Autoimmune Diseases","Shi J, Chi S, Xue J, Yang J, Li F, Liu X.","J Immunol Res. 2016;2016:9392132. doi: 10.1155/2016/9392132. Epub 2016 Mar 27.","Shi J","J Immunol Res","2016","2016/04/26","PMC4826689","","10.1155/2016/9392132"
"27241241","The role of neutrophils and NETosis in autoimmune and renal diseases","Gupta S, Kaplan MJ.","Nat Rev Nephrol. 2016 Jul;12(7):402-13. doi: 10.1038/nrneph.2016.71. Epub 2016 May 31.","Gupta S","Nat Rev Nephrol","2016","2016/06/01","PMC5510606","NIHMS874759","10.1038/nrneph.2016.71"
"24400546","[Serious organ damage and intractable clinical conditions in rheumatic and connective tissue disease--progress in pathophysiology and treatment. Topics: II. Clinical conditions special attention needed to be paid to; 5. Pregnancy in autoimmune rheumatic diseases]","Murakawa Y.","Nihon Naika Gakkai Zasshi. 2013 Oct 10;102(10):2645-52. doi: 10.2169/naika.102.2645.","Murakawa Y","Nihon Naika Gakkai Zasshi","2013","2014/01/10","","","10.2169/naika.102.2645"
"29740453","Deoxyribonucleic Acid Methylation in Systemic Lupus Erythematosus: Implications for Future Clinical Practice","Weeding E, Sawalha AH.","Front Immunol. 2018 Apr 24;9:875. doi: 10.3389/fimmu.2018.00875. eCollection 2018.","Weeding E","Front Immunol","2018","2018/05/10","PMC5928134","","10.3389/fimmu.2018.00875"
"35538496","Apolipoprotein C-III in patients with systemic lupus erythematosus","Martín-González C, Ferrer-Moure C, Carlos Quevedo-Abeledo J, de Vera-González A, González-Delgado A, Sánchez-Martín J, González-Gay MÁ, Ferraz-Amaro I.","Arthritis Res Ther. 2022 May 10;24(1):104. doi: 10.1186/s13075-022-02793-y.","Martín-González C","Arthritis Res Ther","2022","2022/05/10","PMC9088095","","10.1186/s13075-022-02793-y"
"34665698","Long-term survival of renal transplantation in patients with lupus nephritis: experience from a single university centre","Martínez-López D, Sánchez-Bilbao L, De Cos-Gómez M, González-Mazón I, Rodrigo-Calabia E, Ruiz-San Millán JC, Gómez Román J, Castañeda S, González-Gay MA, Hernández JL, Blanco R.","Clin Exp Rheumatol. 2022 Mar;40(3):581-588. doi: 10.55563/clinexprheumatol/ri873i. Epub 2021 Oct 13.","Martínez-López D","Clin Exp Rheumatol","2022","2021/10/19","","","10.55563/clinexprheumatol/ri873i"
"23807699","Obstetric outcomes and prognostic factors of lupus pregnancies","Madazli R, Yuksel MA, Oncul M, Imamoglu M, Yilmaz H.","Arch Gynecol Obstet. 2014 Jan;289(1):49-53. doi: 10.1007/s00404-013-2935-4. Epub 2013 Jun 27.","Madazli R","Arch Gynecol Obstet","2014","2013/06/29","","","10.1007/s00404-013-2935-4"
"24834926","Factors associated with damage accrual in patients with systemic lupus erythematosus: results from the Systemic Lupus International Collaborating Clinics (SLICC) Inception Cohort","Bruce IN, O'Keeffe AG, Farewell V, Hanly JG, Manzi S, Su L, Gladman DD, Bae SC, Sanchez-Guerrero J, Romero-Diaz J, Gordon C, Wallace DJ, Clarke AE, Bernatsky S, Ginzler EM, Isenberg DA, Rahman A, Merrill JT, Alarcón GS, Fessler BJ, Fortin PR, Petri M, Steinsson K, Dooley MA, Khamashta MA, Ramsey-Goldman R, Zoma AA, Sturfelt GK, Nived O, Aranow C, Mackay M, Ramos-Casals M, van Vollenhoven RF, Kalunian KC, Ruiz-Irastorza G, Lim S, Kamen DL, Peschken CA, Inanc M, Urowitz MB.","Ann Rheum Dis. 2015 Sep;74(9):1706-13. doi: 10.1136/annrheumdis-2013-205171. Epub 2014 May 16.","Bruce IN","Ann Rheum Dis","2015","2014/05/20","PMC4552899","","10.1136/annrheumdis-2013-205171"
"30157717","Relationship between serum vascular cell adhesion molecule-1 and endothelin-1 levels with organ involvement and disease activity in systemic lupus erythematosus patients","Hajialilo M, Tayari P, Ghorbanihaghjo A, Khabbazi A, Malek Mahdavi A, Rashtchizadeh N.","Lupus. 2018 Oct;27(12):1918-1925. doi: 10.1177/0961203318796285. Epub 2018 Aug 29.","Hajialilo M","Lupus","2018","2018/08/31","","","10.1177/0961203318796285"
"33452282","The ISN/RPS 2016 classification predicts renal prognosis in patients with first-onset class III/IV lupus nephritis","Hachiya A, Karasawa M, Imaizumi T, Kato N, Katsuno T, Ishimoto T, Kosugi T, Tsuboi N, Maruyama S.","Sci Rep. 2021 Jan 15;11(1):1525. doi: 10.1038/s41598-020-78972-1.","Hachiya A","Sci Rep","2021","2021/01/16","PMC7810677","","10.1038/s41598-020-78972-1"
"34596033","Amylin serum levels are upregulated in patients with systemic lupus erythematosus","Quevedo-Abeledo JC, Hernández-Díaz M, Sánchez-Pérez H, Medina-Vega L, González-Rivero AF, Almeida-Santiago C, de Armas-Rillo L, González-Gay MÁ, Ferraz-Amaro I.","Clin Exp Rheumatol. 2022 Jul;40(7):1378-1384. doi: 10.55563/clinexprheumatol/h5cidq. Epub 2021 Sep 28.","Quevedo-Abeledo JC","Clin Exp Rheumatol","2022","2021/10/01","","","10.55563/clinexprheumatol/h5cidq"
"30558059","Craniofacial anomalies associated with spondyloenchondrodysplasia: Two case reports","Hong SW, Huh KH, Lee JK, Kang JH.","Medicine (Baltimore). 2018 Dec;97(50):e13644. doi: 10.1097/MD.0000000000013644.","Hong SW","Medicine (Baltimore)","2018","2018/12/19","PMC6320149","","10.1097/MD.0000000000013644"
"28290112","Protecting Bone Health in Pediatric Rheumatic Diseases: Pharmacological Considerations","Zhang Y, Milojevic D.","Paediatr Drugs. 2017 Jun;19(3):193-211. doi: 10.1007/s40272-017-0219-3.","Zhang Y","Paediatr Drugs","2017","2017/03/15","","","10.1007/s40272-017-0219-3"
"24961748","Correlation between serum 25(OH)D values and lupus disease activity: an original article and a systematic review with meta-analysis focusing on serum VitD confounders","Sahebari M, Nabavi N, Salehi M.","Lupus. 2014 Oct;23(11):1164-77. doi: 10.1177/0961203314540966. Epub 2014 Jun 24.","Sahebari M","Lupus","2014","2014/06/26","","","10.1177/0961203314540966"
"31291843","Factors predictive of serious infections over time in systemic lupus erythematosus patients: data from a multi-ethnic, multi-national, Latin American lupus cohort","Pimentel-Quiroz VR, Ugarte-Gil MF, Harvey GB, Wojdyla D, Pons-Estel GJ, Quintana R, Esposto A, García MA, Catoggio LJ, Cardiel MH, Barile LA, Amigo MC, Sato EI, Bonfa E, Borba E, Lavras Costallat LT, Neira OJ, Massardo L, Guibert-Toledano M, Chacón-Díaz R, Alarcón GS, Pons-Estel BA.","Lupus. 2019 Aug;28(9):1101-1110. doi: 10.1177/0961203319860579. Epub 2019 Jul 10.","Pimentel-Quiroz VR","Lupus","2019","2019/07/12","","","10.1177/0961203319860579"
"31733724","Membranous Lupus Nephritis: A Clinical Review","Almaani S, Parikh SV.","Adv Chronic Kidney Dis. 2019 Sep;26(5):393-403. doi: 10.1053/j.ackd.2019.08.009.","Almaani S","Adv Chronic Kidney Dis","2019","2019/11/18","","","10.1053/j.ackd.2019.08.009"
"35615358","Key Molecules of Triglycerides Pathway Metabolism Are Disturbed in Patients With Systemic Lupus Erythematosus","Quevedo-Abeledo JC, Martín-González C, Ferrer-Moure C, de Armas-Rillo L, Hernandez-Hernandez MV, González-Gay MÁ, Ferraz-Amaro I.","Front Immunol. 2022 May 9;13:827355. doi: 10.3389/fimmu.2022.827355. eCollection 2022.","Quevedo-Abeledo JC","Front Immunol","2022","2022/05/26","PMC9124762","","10.3389/fimmu.2022.827355"
"29721693","Nutritional intervention in patients with juvenile systemic lupus erythematosus: protective effect against the increase in fat mass","Abad TO, Sarni RO, da Silva SG, Machado D, Suano-Souza FI, Len CA, Terreri MT.","Rheumatol Int. 2018 Jun;38(6):985-992. doi: 10.1007/s00296-018-4031-3. Epub 2018 May 2.","Abad TO","Rheumatol Int","2018","2018/05/04","","","10.1007/s00296-018-4031-3"
"24899636","Mitochondrial DNA damage is associated with damage accrual and disease duration in patients with systemic lupus erythematosus","López-López L, Nieves-Plaza M, Castro Mdel R, Font YM, Torres-Ramos CA, Vilá LM, Ayala-Peña S.","Lupus. 2014 Oct;23(11):1133-41. doi: 10.1177/0961203314537697. Epub 2014 Jun 4.","López-López L","Lupus","2014","2014/06/06","PMC4156531","NIHMS594506","10.1177/0961203314537697"
"33909180","Neuromyelitis Optica Spectrum Disorders (NMOSD) and Connective Tissue Disease (CTD): an Update for the Rheumatologist","Cruz RA, Chaudhary S, Guevara M, Meltzer E.","Curr Rheumatol Rep. 2021 Apr 28;23(6):33. doi: 10.1007/s11926-021-01000-2.","Cruz RA","Curr Rheumatol Rep","2021","2021/04/28","","","10.1007/s11926-021-01000-2"
"28394228","Electrophysiological dysfunction induced by anti-ribosomal P protein antibodies injection into the lateral ventricle of the rat brain","Gaburo N Jr, de Carvalho JF, Timo-Iaria C In Memoriam, Bueno C, Reichlin M, Viana VS, Bonfá E.","Lupus. 2017 Apr;26(5):463-469. doi: 10.1177/0961203316666185.","Gaburo N Jr","Lupus","2017","2017/04/11","","","10.1177/0961203316666185"
"22009461","Evaluation of cardiac autonomic functions in patients with systemic lupus erythematosus","Yorgun H, Canpolat U, Aytemir K, Ateş AH, Kaya EB, Akdoğan A, Sunman H, Gökçay Canpolat A, Çalgüneri M, Kabakçi G, Tokgözoğlu L, Oto A.","Lupus. 2012 Apr;21(4):373-9. doi: 10.1177/0961203311425518. Epub 2011 Oct 18.","Yorgun H","Lupus","2012","2011/10/20","","","10.1177/0961203311425518"
"26559084","Pharmacologic management of neuropsychiatric lupus","Kivity S, Baker B, Arango MT, Chapman J, Shoenfeld Y.","Expert Rev Clin Pharmacol. 2016;9(1):103-8. doi: 10.1586/17512433.2016.1111137. Epub 2015 Nov 11.","Kivity S","Expert Rev Clin Pharmacol","2016","2015/11/13","","","10.1586/17512433.2016.1111137"
"28696256","A Novel Subset of Anti-Inflammatory CD138(+) Macrophages Is Deficient in Mice with Experimental Lupus","Han S, Zhuang H, Shumyak S, Wu J, Li H, Yang LJ, Reeves WH.","J Immunol. 2017 Aug 15;199(4):1261-1274. doi: 10.4049/jimmunol.1700099. Epub 2017 Jul 10.","Han S","J Immunol","2017","2017/07/12","PMC5548631","NIHMS885951","10.4049/jimmunol.1700099"
"34184082","circPTPN22 as a novel biomarker and ceRNA in peripheral blood mononuclear cells of rheumatoid arthritis","Jiang Z, Zhong Z, Miao Q, Zhang Y, Ni B, Zhang M, Tang J.","Mol Med Rep. 2021 Aug;24(2):617. doi: 10.3892/mmr.2021.12256. Epub 2021 Jun 29.","Jiang Z","Mol Med Rep","2021","2021/06/29","PMC8258470","","10.3892/mmr.2021.12256"
"28573480","Relationship of miRNA-146a to primary Sjögren's syndrome and to systemic lupus erythematosus: a meta-analysis","Sun HY, Lv AK, Yao H.","Rheumatol Int. 2017 Aug;37(8):1311-1316. doi: 10.1007/s00296-017-3756-8. Epub 2017 Jun 1.","Sun HY","Rheumatol Int","2017","2017/06/03","","","10.1007/s00296-017-3756-8"
"26689915","Application of Various Statistical Models to Explore Gene-Gene Interactions in Folate, Xenobiotic, Toll-Like Receptor and STAT4 Pathways that Modulate Susceptibility to Systemic Lupus Erythematosus","Rupasree Y, Naushad SM, Varshaa R, Mahalakshmi GS, Kumaraswami K, Rajasekhar L, Kutala VK.","Mol Diagn Ther. 2016 Feb;20(1):83-95. doi: 10.1007/s40291-015-0181-0.","Rupasree Y","Mol Diagn Ther","2016","2015/12/23","","","10.1007/s40291-015-0181-0"
"28542701","Two separate effects contribute to regulatory T cell defect in systemic lupus erythematosus patients and their unaffected relatives","Costa N, Marques O, Godinho SI, Carvalho C, Leal B, Figueiredo AM, Vasconcelos C, Marinho A, Moraes-Fontes MF, Gomes da Costa A, Ponte C, Campanilho-Marques R, Cóias T, Martins AR, Viana JF, Lima M, Martins B, Fesel C.","Clin Exp Immunol. 2017 Sep;189(3):318-330. doi: 10.1111/cei.12991. Epub 2017 Jun 16.","Costa N","Clin Exp Immunol","2017","2017/05/26","PMC5543470","","10.1111/cei.12991"
"34537904","Serum BDNF and cognitive dysfunction in SLE: findings from a cohort of 111 patients","Alessi H, Dutra LA, Maria LA, Coube PC, Hoshino K, de Abrantes FF, Lopes FC, de Souza AWS, Kayser C, Barsottini OGP.","Clin Rheumatol. 2022 Feb;41(2):421-428. doi: 10.1007/s10067-021-05915-0. Epub 2021 Sep 19.","Alessi H","Clin Rheumatol","2022","2021/09/19","","","10.1007/s10067-021-05915-0"
"35271496","Association Between IL-17A, FOXP3, and CTLA4 Genes Expression and Severity of Lupus Nephritis","Zahiri L, Malekmakan L, Masjedi F, Habibagahi Z, Habibagahi M.","Iran J Kidney Dis. 2022 Jan;1(1):13-23.","Zahiri L","Iran J Kidney Dis","2022","2022/03/10","","",""
"30746850","Pulmonary arterial hypertension in systemic lupus erythematosus based on a CSTAR-PAH study: Baseline characteristics and risk factors","Zhang N, Li M, Qian J, Wang Q, Zhao J, Yang Z, Tian Z, Zhang X, Zuo X, Zhang M, Zhu P, Ye S, Zhang W, Zheng Y, Qi W, Li Y, Zhang Z, Ding F, Gu J, Liu Y, Wei W, Zeng X.","Int J Rheum Dis. 2019 May;22(5):921-928. doi: 10.1111/1756-185X.13478. Epub 2019 Feb 11.","Zhang N","Int J Rheum Dis","2019","2019/02/13","","","10.1111/1756-185X.13478"
"30028258","Factors associated with development and mortality of pulmonary hypertension in systemic lupus erythematosus patients","Kim JS, Kim D, Joo YB, Won S, Lee J, Shin J, Bae SC.","Lupus. 2018 Oct;27(11):1769-1777. doi: 10.1177/0961203318788163. Epub 2018 Jul 20.","Kim JS","Lupus","2018","2018/07/21","","","10.1177/0961203318788163"
"28242635","Immunosuppression With Mycophenolate Mofetil Attenuates Hypertension in an Experimental Model of Autoimmune Disease","Taylor EB, Ryan MJ.","J Am Heart Assoc. 2017 Feb 27;6(3):e005394. doi: 10.1161/JAHA.116.005394.","Taylor EB","J Am Heart Assoc","2017","2017/03/01","PMC5524041","","10.1161/JAHA.116.005394"
"24452079","Lupus vasculopathy: Diagnostic, pathogenetic and therapeutic considerations","Gonzalez-Suarez ML, Waheed AA, Andrews DM, Ascherman DP, Zeng X, Nayer A.","Lupus. 2014 Apr;23(4):421-7. doi: 10.1177/0961203313520340. Epub 2014 Jan 22.","Gonzalez-Suarez ML","Lupus","2014","2014/01/24","","","10.1177/0961203313520340"
"27318361","Shrinking lung syndrome in systemic lupus erythematosus successfully treated with rituximab","Goswami RP, Mondal S, Lahiri D, Basu K, Das S, Ghosh P, Ghosh A.","QJM. 2016 Sep;109(9):617-8. doi: 10.1093/qjmed/hcw093. Epub 2016 Jun 17.","Goswami RP","QJM","2016","2016/06/19","","","10.1093/qjmed/hcw093"
